Name,Age,Area,Job,Interest,Email,Phone_number,Sex
a927,23,충청남도,정보보안가,딥러닝,a927naver.com,89567865731,여
a928,28,전라북도,앱개발자,서버개발,a928daum.net,83563281086,남
a929,34,경상북도,정보보안가,정보보안,a929daum.net,43291456254,여
a930,21,경기도,웹개발자,서버개발,a930daum.net,18222518770,여
a931,20,충청북도,머신러닝 엔지니어,머신러닝,a931naver.com,79671478728,여
a932,17,경기도,정보보안가,딥러닝,a932naver.com,58650647312,남
a933,30,전라북도,데이터 사이언티스트,앱개발,a933naver.com,75263791323,남
a934,17,제주특별자치도,정보보안가,딥러닝,a934daum.net,26501790268,남
a935,34,전라남도,대학생,머신러닝,a935naver.com,64979819340,여
a936,32,서울특별시,정보보안가,정보보안,a936google.com,36348351038,여
a937,31,경상남도,웹개발자,앱개발,a937naver.com,67796065700,여
a938,29,경상남도,정보보안가,서버개발,a938daum.net,70697650679,남
a939,17,제주특별자치도,데이터 사이언티스트,웹개발,a939daum.net,69089116770,여
a940,33,충청북도,대학생,머신러닝,a940naver.com,79307626891,여
a941,22,강원도,데이터 사이언티스트,정보보안,a941google.com,65853275489,여
a942,34,전라남도,앱개발자,웹개발,a942google.com,71736920486,여
a943,23,제주특별자치도,대학생,웹개발,a943daum.net,36133952313,남
a944,34,제주특별자치도,대학생,정보보안,a944naver.com,87964714703,남
a945,24,충청남도,정보보안가,딥러닝,a945naver.com,67342111461,남
a946,16,경상북도,데이터 사이언티스트,앱개발,a946daum.net,60760607343,여
a947,26,서울특별시,데이터 사이언티스트,딥러닝,a947naver.com,32328494338,남
a948,24,제주특별자치도,대학생,서버개발,a948daum.net,58733812802,여
a949,32,경상북도,정보보안가,서버개발,a949daum.net,48322999140,남
a950,31,강원도,정보보안가,딥러닝,a950daum.net,88399826772,남
a951,23,강원도,데이터 사이언티스트,머신러닝,a951google.com,28941339581,여
a952,27,경기도,정보보안가,정보보안,a952google.com,58800635523,남
a953,15,충청북도,머신러닝 엔지니어,앱개발,a953google.com,78361863939,남
a954,20,서울특별시,머신러닝 엔지니어,서버개발,a954naver.com,51165966651,남
a955,34,제주특별자치도,정보보안가,정보보안,a955naver.com,30629873041,남
a956,33,제주특별자치도,대학생,머신러닝,a956daum.net,78042919200,여
a957,30,경상북도,데이터 사이언티스트,정보보안,a957google.com,91448307641,여
a958,27,경기도,정보보안가,정보보안,a958naver.com,60172956575,여
a959,16,서울특별시,웹개발자,서버개발,a959naver.com,80838304690,여
a960,33,충청남도,데이터 사이언티스트,머신러닝,a960naver.com,70624146986,남
a961,15,충청북도,대학생,앱개발,a961daum.net,99429548529,여
a962,29,경기도,머신러닝 엔지니어,앱개발,a962google.com,57278681484,남
a963,35,서울특별시,데이터 사이언티스트,웹개발,a963google.com,27940037629,여
a964,29,전라북도,앱개발자,앱개발,a964daum.net,98006835940,여
a965,26,경상남도,정보보안가,앱개발,a965naver.com,36426371238,남
a966,29,경상남도,앱개발자,정보보안,a966naver.com,97560477238,여
a967,18,전라북도,정보보안가,서버개발,a967daum.net,92772785786,남
a968,16,강원도,대학생,앱개발,a968daum.net,24716745264,남
a969,29,전라북도,데이터 사이언티스트,앱개발,a969daum.net,64131157705,여
a970,33,경상북도,정보보안가,딥러닝,a970daum.net,99542060740,남
a971,18,경상남도,머신러닝 엔지니어,머신러닝,a971daum.net,56917771100,여
a972,34,경상남도,정보보안가,서버개발,a972google.com,75260198022,남
a973,20,전라북도,데이터 사이언티스트,서버개발,a973google.com,93308299479,여
a974,32,전라남도,대학생,웹개발,a974google.com,23903629276,남
a975,34,충청북도,머신러닝 엔지니어,서버개발,a975naver.com,79430018309,남
a976,15,경기도,대학생,앱개발,a976naver.com,69836457592,여
a977,29,제주특별자치도,머신러닝 엔지니어,정보보안,a977google.com,82983387092,남
a978,26,전라북도,웹개발자,머신러닝,a978daum.net,20332796968,여
a979,16,서울특별시,앱개발자,딥러닝,a979naver.com,75808496727,여
a980,16,경상북도,데이터 사이언티스트,딥러닝,a980google.com,93058643085,여
a981,35,충청남도,데이터 사이언티스트,머신러닝,a981daum.net,75816019821,남
a982,24,충청북도,웹개발자,머신러닝,a982daum.net,32384411515,여
a983,20,서울특별시,앱개발자,서버개발,a983daum.net,76459167410,여
a984,33,충청북도,머신러닝 엔지니어,앱개발,a984daum.net,91141128290,여
a985,30,전라북도,데이터 사이언티스트,머신러닝,a985naver.com,42078284437,남
a986,20,서울특별시,머신러닝 엔지니어,정보보안,a986naver.com,95336772881,남
a987,34,경상남도,정보보안가,딥러닝,a987naver.com,73692618522,여
a988,22,경상북도,웹개발자,앱개발,a988daum.net,14811061802,남
a989,16,경기도,대학생,웹개발,a989daum.net,12716564749,남
a990,29,전라북도,대학생,서버개발,a990google.com,14906677785,남
a991,35,전라북도,머신러닝 엔지니어,정보보안,a991daum.net,59598088720,남
a992,35,충청북도,정보보안가,웹개발,a992naver.com,18493125451,여
a993,16,충청북도,데이터 사이언티스트,딥러닝,a993google.com,57687278776,여
a994,26,경상북도,웹개발자,정보보안,a994google.com,66765246038,여
a995,33,충청남도,머신러닝 엔지니어,머신러닝,a995naver.com,28087469775,남
a996,18,충청남도,데이터 사이언티스트,웹개발,a996google.com,87239669859,여
a997,29,경상북도,정보보안가,머신러닝,a997naver.com,79055483459,남
a998,16,서울특별시,머신러닝 엔지니어,딥러닝,a998google.com,71114226861,남
a999,22,제주특별자치도,앱개발자,딥러닝,a999google.com,19018359205,여
a1000,18,충청남도,데이터 사이언티스트,머신러닝,a1000daum.net,15893146850,남
a1001,31,경상북도,웹개발자,서버개발,a1001google.com,40126946883,남
a1002,27,전라남도,앱개발자,앱개발,a1002daum.net,55280820373,여
a1003,24,제주특별자치도,대학생,정보보안,a1003daum.net,67058340911,여
a1004,23,경상남도,웹개발자,정보보안,a1004google.com,39315596002,여
a1005,31,충청북도,머신러닝 엔지니어,웹개발,a1005google.com,35608144569,남
a1006,15,서울특별시,웹개발자,정보보안,a1006google.com,82507220445,여
a1007,30,제주특별자치도,머신러닝 엔지니어,딥러닝,a1007google.com,13031242963,여
a1008,22,경상북도,대학생,서버개발,a1008naver.com,76180392957,여
a1009,30,제주특별자치도,정보보안가,머신러닝,a1009naver.com,63952256679,남
a1010,16,전라북도,웹개발자,서버개발,a1010naver.com,56784944274,남
a1011,25,강원도,데이터 사이언티스트,딥러닝,a1011naver.com,68514126877,남
a1012,31,전라북도,데이터 사이언티스트,웹개발,a1012daum.net,21430814632,남
a1013,34,전라남도,대학생,정보보안,a1013google.com,97456481650,여
a1014,20,전라북도,정보보안가,딥러닝,a1014naver.com,87547919111,여
a1015,35,강원도,앱개발자,정보보안,a1015naver.com,30897156631,여
a1016,22,충청남도,정보보안가,서버개발,a1016naver.com,86549947533,여
a1017,29,경기도,앱개발자,앱개발,a1017google.com,24681534175,여
a1018,20,충청남도,데이터 사이언티스트,딥러닝,a1018naver.com,91410662902,남
a1019,17,경상북도,앱개발자,앱개발,a1019google.com,87162546193,남
a1020,33,경상북도,정보보안가,앱개발,a1020naver.com,11429241142,여
a1021,21,제주특별자치도,머신러닝 엔지니어,서버개발,a1021daum.net,48051621901,남
a1022,34,충청북도,대학생,머신러닝,a1022daum.net,92047848875,남
a1023,28,경상북도,웹개발자,앱개발,a1023google.com,20755271895,남
a1024,30,제주특별자치도,웹개발자,머신러닝,a1024google.com,40655809946,남
a1025,20,경기도,웹개발자,앱개발,a1025daum.net,44926246256,남
a1026,18,경기도,앱개발자,정보보안,a1026naver.com,97210922210,여
a1027,34,충청북도,웹개발자,딥러닝,a1027google.com,59635303431,여
a1028,35,서울특별시,앱개발자,웹개발,a1028daum.net,79587510610,여
a1029,16,경상남도,정보보안가,앱개발,a1029google.com,99531261292,여
a1030,27,경상북도,머신러닝 엔지니어,서버개발,a1030google.com,90821452769,남
a1031,32,전라북도,앱개발자,정보보안,a1031daum.net,69324240213,남
a1032,17,경상북도,앱개발자,서버개발,a1032google.com,38192780302,남
a1033,30,경기도,대학생,웹개발,a1033daum.net,52653680964,남
a1034,28,경상북도,앱개발자,머신러닝,a1034daum.net,28540443929,남
a1035,22,강원도,대학생,딥러닝,a1035google.com,17812243267,여
a1036,17,경상남도,머신러닝 엔지니어,웹개발,a1036naver.com,95161109826,남
a1037,21,경상북도,정보보안가,웹개발,a1037google.com,94280103831,남
a1038,31,강원도,앱개발자,정보보안,a1038google.com,61204207360,여
a1039,15,제주특별자치도,정보보안가,서버개발,a1039daum.net,25734710599,남
a1040,20,충청북도,앱개발자,서버개발,a1040daum.net,46090096735,여
a1041,21,경기도,앱개발자,웹개발,a1041naver.com,30848519149,여
a1042,23,전라북도,머신러닝 엔지니어,서버개발,a1042naver.com,42518873344,여
a1043,33,서울특별시,앱개발자,머신러닝,a1043naver.com,34084972051,여
a1044,30,충청북도,정보보안가,머신러닝,a1044google.com,68827957748,여
a1045,25,경기도,대학생,서버개발,a1045naver.com,89147696445,여
a1046,30,충청남도,머신러닝 엔지니어,앱개발,a1046daum.net,81541168714,여
a1047,27,전라북도,머신러닝 엔지니어,딥러닝,a1047daum.net,73542632500,남
a1048,28,충청북도,앱개발자,웹개발,a1048daum.net,85559205816,여
a1049,16,서울특별시,데이터 사이언티스트,정보보안,a1049naver.com,80270811642,남
a1050,33,충청북도,데이터 사이언티스트,서버개발,a1050naver.com,93444327938,여
a1051,15,충청북도,머신러닝 엔지니어,웹개발,a1051daum.net,35752562936,여
a1052,30,충청남도,앱개발자,딥러닝,a1052google.com,30566626659,여
a1053,19,경상북도,대학생,앱개발,a1053daum.net,86548464475,남
a1054,31,충청북도,대학생,머신러닝,a1054google.com,80548726499,여
a1055,32,경상남도,머신러닝 엔지니어,딥러닝,a1055daum.net,12287521381,여
a1056,35,경상남도,데이터 사이언티스트,머신러닝,a1056naver.com,11802189348,여
a1057,18,경기도,데이터 사이언티스트,머신러닝,a1057google.com,69149580344,남
a1058,15,경상남도,앱개발자,딥러닝,a1058naver.com,47477109521,남
a1059,18,충청북도,대학생,서버개발,a1059google.com,88215001704,여
a1060,15,강원도,대학생,서버개발,a1060google.com,85346290338,여
a1061,26,전라북도,대학생,웹개발,a1061daum.net,37349538312,여
a1062,32,서울특별시,머신러닝 엔지니어,머신러닝,a1062daum.net,33121042960,남
a1063,34,서울특별시,웹개발자,머신러닝,a1063naver.com,38493805218,여
a1064,17,충청남도,웹개발자,웹개발,a1064google.com,33976875292,여
a1065,34,충청남도,머신러닝 엔지니어,앱개발,a1065google.com,57546975518,여
a1066,18,경기도,머신러닝 엔지니어,딥러닝,a1066google.com,44117406044,여
a1067,33,충청북도,대학생,정보보안,a1067google.com,67941476343,남
a1068,18,충청북도,대학생,정보보안,a1068naver.com,98859021390,여
a1069,32,전라북도,앱개발자,웹개발,a1069google.com,42824269778,남
a1070,31,충청북도,머신러닝 엔지니어,정보보안,a1070naver.com,68878870846,남
a1071,18,전라북도,웹개발자,딥러닝,a1071google.com,61864221774,남
a1072,16,제주특별자치도,정보보안가,서버개발,a1072naver.com,90196842498,여
a1073,17,충청남도,데이터 사이언티스트,머신러닝,a1073naver.com,49611096100,여
a1074,17,경상북도,웹개발자,앱개발,a1074naver.com,77998467323,남
a1075,25,전라북도,대학생,머신러닝,a1075daum.net,60213435409,남
a1076,32,경기도,웹개발자,머신러닝,a1076naver.com,74823766940,남
a1077,19,경기도,웹개발자,앱개발,a1077google.com,11870061303,여
a1078,35,제주특별자치도,데이터 사이언티스트,앱개발,a1078google.com,21498870094,남
a1079,31,충청남도,앱개발자,웹개발,a1079daum.net,82622914578,여
a1080,32,전라북도,대학생,앱개발,a1080google.com,61025949165,여
a1081,19,전라남도,대학생,서버개발,a1081google.com,28731248741,남
a1082,17,제주특별자치도,데이터 사이언티스트,웹개발,a1082naver.com,59159890612,남
a1083,17,제주특별자치도,앱개발자,정보보안,a1083naver.com,97731297200,남
a1084,19,강원도,데이터 사이언티스트,서버개발,a1084naver.com,73314704949,여
a1085,18,제주특별자치도,데이터 사이언티스트,머신러닝,a1085google.com,89227266126,여
a1086,25,전라남도,데이터 사이언티스트,웹개발,a1086naver.com,53186961136,남
a1087,20,제주특별자치도,데이터 사이언티스트,웹개발,a1087google.com,57093962353,여
a1088,32,경상북도,웹개발자,서버개발,a1088google.com,96209334346,남
a1089,28,경기도,앱개발자,딥러닝,a1089google.com,38227779682,남
a1090,15,충청북도,정보보안가,웹개발,a1090naver.com,95012395928,남
a1091,23,전라북도,앱개발자,웹개발,a1091naver.com,20314603749,남
a1092,33,서울특별시,앱개발자,딥러닝,a1092daum.net,40372294472,여
a1093,20,전라북도,웹개발자,웹개발,a1093naver.com,98848957842,남
a1094,27,경상남도,정보보안가,웹개발,a1094naver.com,48956445232,여
a1095,22,경기도,데이터 사이언티스트,정보보안,a1095naver.com,13736990640,여
a1096,18,경기도,정보보안가,서버개발,a1096daum.net,20292906985,남
a1097,16,강원도,대학생,서버개발,a1097google.com,88231467845,여
a1098,31,경기도,데이터 사이언티스트,머신러닝,a1098daum.net,77686747689,여
a1099,32,서울특별시,정보보안가,웹개발,a1099google.com,64123838457,남
a1100,19,서울특별시,머신러닝 엔지니어,정보보안,a1100google.com,12310889283,남
a1101,34,경기도,데이터 사이언티스트,딥러닝,a1101google.com,83228219104,남
a1102,31,경기도,머신러닝 엔지니어,서버개발,a1102naver.com,97852808572,여
a1103,32,전라남도,정보보안가,정보보안,a1103naver.com,66464460972,남
a1104,24,강원도,데이터 사이언티스트,서버개발,a1104daum.net,68285476558,여
a1105,32,경기도,앱개발자,정보보안,a1105daum.net,28000790557,남
a1106,34,서울특별시,대학생,앱개발,a1106naver.com,92357522292,남
a1107,35,충청북도,앱개발자,웹개발,a1107daum.net,62674224798,여
a1108,34,경상남도,앱개발자,정보보안,a1108naver.com,88423065563,남
a1109,20,충청남도,데이터 사이언티스트,서버개발,a1109daum.net,14802146790,여
a1110,32,서울특별시,머신러닝 엔지니어,머신러닝,a1110daum.net,85884923800,여
a1111,34,제주특별자치도,앱개발자,딥러닝,a1111google.com,99427142846,여
a1112,23,경기도,데이터 사이언티스트,웹개발,a1112daum.net,48677340098,남
a1113,16,충청북도,데이터 사이언티스트,서버개발,a1113google.com,95403011347,남
a1114,15,강원도,데이터 사이언티스트,딥러닝,a1114daum.net,14360219351,남
a1115,30,충청남도,데이터 사이언티스트,서버개발,a1115daum.net,65550949319,남
a1116,19,전라남도,웹개발자,웹개발,a1116daum.net,49817970903,남
a1117,19,충청남도,앱개발자,앱개발,a1117daum.net,43917775217,여
a1118,22,전라북도,대학생,머신러닝,a1118google.com,37686300540,여
a1119,34,전라북도,웹개발자,서버개발,a1119daum.net,25579814392,여
a1120,34,제주특별자치도,머신러닝 엔지니어,딥러닝,a1120google.com,74218376463,여
a1121,35,전라북도,웹개발자,앱개발,a1121google.com,85125478372,남
a1122,20,서울특별시,정보보안가,머신러닝,a1122naver.com,68528262709,여
a1123,23,경기도,앱개발자,서버개발,a1123naver.com,44792999858,남
a1124,31,충청북도,앱개발자,정보보안,a1124google.com,92563564474,여
a1125,16,전라북도,정보보안가,딥러닝,a1125google.com,60256095581,남
a1126,31,경기도,앱개발자,정보보안,a1126daum.net,50886159977,남
a1127,28,충청북도,머신러닝 엔지니어,머신러닝,a1127daum.net,17457646453,남
a1128,33,경상북도,대학생,앱개발,a1128google.com,71046341299,남
a1129,15,충청북도,데이터 사이언티스트,웹개발,a1129google.com,65022902449,남
a1130,34,제주특별자치도,정보보안가,딥러닝,a1130google.com,96045811830,남
a1131,22,충청북도,웹개발자,서버개발,a1131google.com,43666048720,남
a1132,23,강원도,대학생,서버개발,a1132google.com,63094584095,남
a1133,27,충청남도,웹개발자,정보보안,a1133google.com,65543294937,남
a1134,15,충청북도,웹개발자,서버개발,a1134daum.net,26457106512,여
a1135,26,서울특별시,데이터 사이언티스트,딥러닝,a1135daum.net,25607742834,남
a1136,24,충청남도,대학생,서버개발,a1136daum.net,35596302114,남
a1137,35,경상북도,대학생,머신러닝,a1137naver.com,68513667261,남
a1138,35,충청남도,머신러닝 엔지니어,딥러닝,a1138google.com,15467097032,남
a1139,31,충청남도,웹개발자,딥러닝,a1139google.com,74724310053,남
a1140,22,전라북도,정보보안가,앱개발,a1140naver.com,71561224716,여
a1141,19,제주특별자치도,웹개발자,서버개발,a1141daum.net,63423112980,남
a1142,24,강원도,머신러닝 엔지니어,머신러닝,a1142google.com,65672418826,남
a1143,24,경상북도,데이터 사이언티스트,앱개발,a1143naver.com,79780501607,남
a1144,30,전라북도,정보보안가,머신러닝,a1144naver.com,53877206823,남
a1145,25,경상남도,정보보안가,딥러닝,a1145daum.net,62947456692,여
a1146,23,경상남도,대학생,머신러닝,a1146daum.net,83847296797,여
a1147,22,전라북도,데이터 사이언티스트,웹개발,a1147google.com,49788239675,남
a1148,33,전라남도,웹개발자,서버개발,a1148daum.net,96293061162,남
a1149,16,전라북도,정보보안가,서버개발,a1149google.com,18881888915,여
a1150,33,제주특별자치도,데이터 사이언티스트,앱개발,a1150google.com,83322518822,남
a1151,23,충청남도,머신러닝 엔지니어,서버개발,a1151daum.net,37376516178,여
a1152,17,전라남도,대학생,웹개발,a1152naver.com,63342825032,여
a1153,30,충청북도,머신러닝 엔지니어,머신러닝,a1153google.com,66014761165,여
a1154,28,강원도,웹개발자,앱개발,a1154naver.com,49039135058,여
a1155,17,경상북도,데이터 사이언티스트,서버개발,a1155daum.net,67571762545,여
a1156,19,경기도,대학생,정보보안,a1156naver.com,42648452658,여
a1157,33,경기도,웹개발자,머신러닝,a1157naver.com,62726083477,여
a1158,19,서울특별시,머신러닝 엔지니어,머신러닝,a1158naver.com,71341423590,남
a1159,16,경상남도,머신러닝 엔지니어,서버개발,a1159daum.net,12661056080,남
a1160,22,강원도,데이터 사이언티스트,서버개발,a1160google.com,31676523295,남
a1161,26,충청남도,웹개발자,앱개발,a1161google.com,51633614937,남
a1162,23,경상남도,데이터 사이언티스트,딥러닝,a1162naver.com,69198491509,여
a1163,19,충청남도,머신러닝 엔지니어,정보보안,a1163daum.net,41934196496,남
a1164,28,제주특별자치도,웹개발자,앱개발,a1164daum.net,19245808985,남
a1165,16,서울특별시,웹개발자,웹개발,a1165daum.net,17753758371,남
a1166,32,충청북도,머신러닝 엔지니어,서버개발,a1166naver.com,64466043597,남
a1167,27,강원도,대학생,서버개발,a1167google.com,93320519542,여
a1168,20,충청남도,앱개발자,서버개발,a1168google.com,60748465301,여
a1169,17,제주특별자치도,데이터 사이언티스트,웹개발,a1169google.com,98920902601,여
a1170,30,충청남도,정보보안가,앱개발,a1170naver.com,58133891316,남
a1171,23,경상북도,앱개발자,머신러닝,a1171daum.net,13541478537,남
a1172,15,전라북도,머신러닝 엔지니어,머신러닝,a1172daum.net,57205257255,남
a1173,30,경상남도,대학생,앱개발,a1173naver.com,18065657711,여
a1174,30,충청북도,정보보안가,머신러닝,a1174google.com,60002340216,남
a1175,20,서울특별시,앱개발자,딥러닝,a1175daum.net,12151797392,남
a1176,26,제주특별자치도,웹개발자,머신러닝,a1176naver.com,93212501837,여
a1177,18,충청북도,머신러닝 엔지니어,딥러닝,a1177naver.com,73576343990,남
a1178,27,전라북도,정보보안가,정보보안,a1178naver.com,61616443529,남
a1179,34,전라북도,앱개발자,서버개발,a1179daum.net,55047006660,여
a1180,16,제주특별자치도,머신러닝 엔지니어,앱개발,a1180naver.com,23201223390,여
a1181,15,전라남도,웹개발자,딥러닝,a1181google.com,56978230291,여
a1182,25,경상북도,데이터 사이언티스트,정보보안,a1182naver.com,99864384475,남
a1183,21,경상남도,앱개발자,웹개발,a1183google.com,53779859169,남
a1184,29,제주특별자치도,정보보안가,웹개발,a1184naver.com,82064898716,여
a1185,24,경상남도,대학생,딥러닝,a1185google.com,93304723524,남
a1186,29,제주특별자치도,웹개발자,머신러닝,a1186naver.com,95623866582,남
a1187,35,강원도,정보보안가,웹개발,a1187google.com,28532289186,남
a1188,25,서울특별시,앱개발자,딥러닝,a1188google.com,30511319720,남
a1189,29,경상북도,데이터 사이언티스트,정보보안,a1189daum.net,24935988559,남
a1190,23,경상북도,머신러닝 엔지니어,앱개발,a1190google.com,80177558638,여
a1191,16,전라남도,머신러닝 엔지니어,머신러닝,a1191daum.net,38488520918,여
a1192,26,강원도,대학생,웹개발,a1192naver.com,83820136377,여
a1193,34,충청북도,정보보안가,머신러닝,a1193naver.com,79698129493,여
a1194,31,강원도,웹개발자,머신러닝,a1194google.com,58495024898,여
a1195,33,충청북도,대학생,앱개발,a1195google.com,78290799751,남
a1196,25,충청북도,대학생,웹개발,a1196google.com,46347107914,남
a1197,23,경상남도,데이터 사이언티스트,머신러닝,a1197google.com,41592357853,남
a1198,24,충청북도,정보보안가,웹개발,a1198daum.net,77400390989,여
a1199,30,강원도,머신러닝 엔지니어,웹개발,a1199naver.com,76697097679,남
a1200,25,경상남도,웹개발자,앱개발,a1200daum.net,48973543150,여
a1201,27,충청남도,데이터 사이언티스트,머신러닝,a1201naver.com,33176409387,남
a1202,18,서울특별시,정보보안가,정보보안,a1202daum.net,71073082013,여
a1203,32,전라북도,앱개발자,정보보안,a1203daum.net,66247086026,여
a1204,30,충청북도,정보보안가,정보보안,a1204naver.com,20756183564,여
a1205,30,서울특별시,데이터 사이언티스트,정보보안,a1205google.com,28127280047,여
a1206,27,경상남도,정보보안가,정보보안,a1206google.com,94047670024,여
a1207,27,경상남도,데이터 사이언티스트,웹개발,a1207google.com,24693286265,남
a1208,22,서울특별시,웹개발자,머신러닝,a1208naver.com,55575567535,남
a1209,28,충청북도,정보보안가,웹개발,a1209google.com,15916158995,여
a1210,16,강원도,대학생,웹개발,a1210daum.net,22452504514,여
a1211,35,서울특별시,데이터 사이언티스트,정보보안,a1211daum.net,49181088965,여
a1212,18,제주특별자치도,대학생,정보보안,a1212naver.com,32085140886,여
a1213,20,전라북도,정보보안가,서버개발,a1213naver.com,39567512385,남
a1214,30,충청남도,웹개발자,딥러닝,a1214daum.net,71802544325,여
a1215,27,제주특별자치도,데이터 사이언티스트,딥러닝,a1215google.com,66163506123,남
a1216,16,충청북도,머신러닝 엔지니어,앱개발,a1216google.com,99286739320,여
a1217,19,강원도,대학생,앱개발,a1217daum.net,85046458301,남
a1218,23,강원도,대학생,머신러닝,a1218daum.net,72264919459,여
a1219,26,충청북도,정보보안가,머신러닝,a1219daum.net,40480073187,남
a1220,32,제주특별자치도,데이터 사이언티스트,웹개발,a1220naver.com,84512413582,여
a1221,23,경상북도,머신러닝 엔지니어,정보보안,a1221naver.com,58012414257,여
a1222,21,충청남도,앱개발자,서버개발,a1222naver.com,70194523323,남
a1223,32,경상북도,웹개발자,앱개발,a1223daum.net,88038811871,여
a1224,35,전라남도,앱개발자,정보보안,a1224naver.com,57238203250,여
a1225,34,경상남도,웹개발자,웹개발,a1225google.com,20529617177,여
a1226,27,서울특별시,앱개발자,서버개발,a1226naver.com,25399032186,여
a1227,25,강원도,데이터 사이언티스트,웹개발,a1227google.com,83249919001,남
a1228,23,경상남도,머신러닝 엔지니어,머신러닝,a1228naver.com,45232526117,여
a1229,19,서울특별시,정보보안가,정보보안,a1229naver.com,30981964170,여
a1230,20,경기도,앱개발자,정보보안,a1230google.com,69879717073,남
a1231,26,경상남도,정보보안가,정보보안,a1231daum.net,14089942114,여
a1232,32,충청남도,웹개발자,머신러닝,a1232daum.net,20420781882,여
a1233,15,서울특별시,대학생,머신러닝,a1233google.com,97151165860,여
a1234,32,전라남도,앱개발자,정보보안,a1234google.com,83984192309,여
a1235,32,충청남도,정보보안가,웹개발,a1235naver.com,12627163583,여
a1236,35,경상북도,앱개발자,정보보안,a1236daum.net,70322039244,여
a1237,28,전라남도,머신러닝 엔지니어,서버개발,a1237naver.com,82520948112,여
a1238,30,경상남도,대학생,딥러닝,a1238daum.net,28482907775,남
a1239,33,서울특별시,앱개발자,앱개발,a1239google.com,77998434245,남
a1240,29,제주특별자치도,정보보안가,서버개발,a1240daum.net,56774126062,남
a1241,28,경상남도,데이터 사이언티스트,서버개발,a1241naver.com,88345299617,여
a1242,32,충청북도,앱개발자,딥러닝,a1242daum.net,76787220672,남
a1243,21,충청북도,정보보안가,머신러닝,a1243daum.net,37284096404,남
a1244,19,전라남도,데이터 사이언티스트,웹개발,a1244naver.com,57310841093,남
a1245,30,전라북도,대학생,정보보안,a1245daum.net,23908558301,남
a1246,22,경기도,앱개발자,웹개발,a1246naver.com,81438736240,여
a1247,19,강원도,데이터 사이언티스트,딥러닝,a1247google.com,79917403386,남
a1248,18,강원도,정보보안가,앱개발,a1248google.com,99639900929,여
a1249,33,충청북도,정보보안가,딥러닝,a1249naver.com,38084868762,여
a1250,34,전라북도,웹개발자,웹개발,a1250google.com,58899173786,남
a1251,26,전라남도,웹개발자,웹개발,a1251daum.net,30139586217,여
a1252,15,전라북도,머신러닝 엔지니어,서버개발,a1252naver.com,57758652392,남
a1253,35,경상남도,머신러닝 엔지니어,앱개발,a1253naver.com,51590636534,남
a1254,31,경상북도,웹개발자,웹개발,a1254naver.com,57026524694,여
a1255,28,전라북도,웹개발자,머신러닝,a1255naver.com,23490687050,남
a1256,34,경상북도,정보보안가,정보보안,a1256naver.com,17306560891,여
a1257,22,충청북도,앱개발자,서버개발,a1257naver.com,57416276024,여
a1258,30,전라남도,머신러닝 엔지니어,머신러닝,a1258google.com,51625598475,남
a1259,17,충청남도,웹개발자,딥러닝,a1259google.com,44757788223,여
a1260,30,충청남도,머신러닝 엔지니어,딥러닝,a1260naver.com,49672180979,여
a1261,21,충청남도,데이터 사이언티스트,딥러닝,a1261naver.com,17268237732,여
a1262,34,경상남도,데이터 사이언티스트,정보보안,a1262google.com,75142118901,여
a1263,32,강원도,대학생,웹개발,a1263google.com,99941894989,남
a1264,22,경상북도,머신러닝 엔지니어,웹개발,a1264google.com,17333113924,남
a1265,23,충청북도,앱개발자,정보보안,a1265daum.net,11748973812,남
a1266,16,경기도,데이터 사이언티스트,정보보안,a1266daum.net,62177141682,남
a1267,21,서울특별시,정보보안가,정보보안,a1267daum.net,85889498937,남
a1268,22,충청북도,정보보안가,정보보안,a1268naver.com,17521559856,남
a1269,20,경기도,머신러닝 엔지니어,정보보안,a1269daum.net,41702659727,남
a1270,18,경상남도,대학생,서버개발,a1270daum.net,74608036115,남
a1271,15,경상남도,데이터 사이언티스트,웹개발,a1271daum.net,99547813620,남
a1272,28,제주특별자치도,앱개발자,웹개발,a1272google.com,56640379187,남
a1273,22,서울특별시,대학생,머신러닝,a1273daum.net,51204009597,남
a1274,22,경상북도,머신러닝 엔지니어,서버개발,a1274google.com,77612331827,여
a1275,20,전라남도,데이터 사이언티스트,웹개발,a1275daum.net,44661451290,여
a1276,29,전라남도,데이터 사이언티스트,앱개발,a1276daum.net,51218305991,여
a1277,22,전라남도,앱개발자,웹개발,a1277google.com,34899127099,남
a1278,20,전라북도,웹개발자,정보보안,a1278google.com,81003463754,남
a1279,27,강원도,정보보안가,앱개발,a1279daum.net,71619714682,여
a1280,35,충청남도,대학생,딥러닝,a1280google.com,27702311991,여
a1281,32,충청북도,웹개발자,딥러닝,a1281google.com,28495820067,남
a1282,18,제주특별자치도,머신러닝 엔지니어,앱개발,a1282naver.com,38372808070,남
a1283,29,전라북도,머신러닝 엔지니어,머신러닝,a1283google.com,59428981855,남
a1284,18,충청북도,앱개발자,딥러닝,a1284naver.com,59456718950,남
a1285,32,전라남도,머신러닝 엔지니어,정보보안,a1285google.com,23786631689,여
a1286,33,경상북도,데이터 사이언티스트,웹개발,a1286google.com,24689023135,여
a1287,23,강원도,대학생,앱개발,a1287google.com,17419389179,여
a1288,17,서울특별시,데이터 사이언티스트,정보보안,a1288google.com,83986278033,남
a1289,22,충청남도,정보보안가,서버개발,a1289naver.com,77632260279,남
